Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU_ID,Strategy,Depth,June_Abundance,March_Abundance,May_Abundance,September_Abundance,Location,Winter_Logfoldchange,Snowmelt_Logfoldchange,Spring_Logfoldchange,Winter_logfold_CI,Snowmelt_logfold_CI,Spring_logfold_CI,Winter_adj.p,Snowmelt_adj.p,Spring_adj.p,Trophic.Mode,Guild
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,NA,OTU_222,Snowmelt,15 cm +,0,0,0.00006,0,Hillslope,0,12.56,-12.56,Inf,13.22,13.22,1,0.001,0.001,Mixotrophic,Ectomycorrhizal-Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Podospora,s__Podospora_pleiospora,OTU_540,Snowmelt,5 to 15 cm,0.00007,0,0.00011,0.00005,Hillslope,-12.42,13.46,-0.71,12.79,13.94,14.38,0.002,0.001,0.969,Mixotrophic,Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,s__Cladophialophora_sp,OTU_385,Snowmelt,5 to 15 cm,0.00018,0,0.00033,0.00011,Hillslope,-13.42,15.02,-0.92,13.81,15.16,15.88,0.002,0.001,0.95,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_fuscohebes,OTU_1370,Snowmelt,15 cm +,0,0,0.00006,0,Hillslope,0,12.57,-12.57,Inf,13.77,13.77,1,0.001,0.001,Mixotrophic,Ectomycorrhizal-Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Rhexocercosporidium,s__Rhexocercosporidium_panacis,OTU_2901,Snowmelt,15 cm +,0.00003,0,0.00011,0,Hillslope,0,13.46,-2.03,Inf,14.44,15.04,1,0.001,0.763,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Apodus,s__Apodus_deciduus,OTU_373,Snowmelt,5 to 15 cm,0.0006,0,0.0018,0,Hillslope,0,17.46,-1.57,Inf,18.63,19.06,1,0.001,0.891,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Apodus,s__Apodus_deciduus,OTU_373,Snowmelt,15 cm +,0,0,0.00133,0,Hillslope,0,17.03,-17.03,Inf,18.22,18.22,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_dysthales,OTU_758,Snowmelt,0 to 5 cm,0.00014,0,0.00023,0.00002,Hillslope,-10.97,14.46,-0.74,11.21,15.61,15.82,0.002,0.001,0.974,Mixotrophic,Ectomycorrhizal-Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_dysthales,OTU_758,Snowmelt,5 to 15 cm,0.00011,0,0.00044,0.0003,Hillslope,-14.86,15.43,-2.02,15.61,16.62,16.86,0.002,0.001,0.8,Mixotrophic,Ectomycorrhizal-Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_dysthales,OTU_758,Snowmelt,15 cm +,0.00019,0,0.00026,0.0002,Hillslope,-14.3,14.64,-0.46,14.61,15.51,15.76,0.002,0.001,1,Mixotrophic,Ectomycorrhizal-Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Veronaea,NA,OTU_3191,Snowmelt,5 to 15 cm,0,0,0,0,Hillslope,0,8.23,-8.23,Inf,9.43,9.43,1,0.001,0.001,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Loramycetaceae,g__Loramyces,s__Loramyces_macrosporus,OTU_770,Snowmelt,15 cm +,0,0,0.00015,0.00002,Hillslope,-10.8,13.82,-13.82,11.93,14.78,14.78,0.002,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Halosphaeriaceae,g__Clavatospora,s__Clavatospora_longibrachiata,OTU_2725,Snowmelt,15 cm +,0,0,0.00001,0,Hillslope,0,10.08,-10.08,Inf,11.29,11.29,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Dothioraceae,g__Sydowia,s__Sydowia_polyspora,OTU_4145,Snowmelt,5 to 15 cm,0,0,0.00001,0,Hillslope,0,9.81,-9.81,Inf,11.01,11.01,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Dothioraceae,g__Sydowia,s__Sydowia_polyspora,OTU_4145,Snowmelt,15 cm +,0,0,0.00002,0,Hillslope,0,10.58,-10.58,Inf,11.79,11.79,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Simplicillium,NA,OTU_414,Snowmelt,0 to 5 cm,0.00004,0,0.00042,0.00009,Hillslope,-13.12,15.37,-3.58,13.72,16.53,16.71,0.002,0.001,0.551,Pathotroph,Animal Pathogen
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Simplicillium,NA,OTU_414,Snowmelt,5 to 15 cm,0.00031,0.00007,0.00085,0.00011,Hillslope,-0.74,3.7,-1.44,2.51,5.58,4.71,0.52,0.016,0.341,Pathotroph,Animal Pathogen
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Simplicillium,NA,OTU_414,Snowmelt,15 cm +,0.00024,0.00002,0.00019,0.00015,Hillslope,-3.17,3.48,0.34,4.94,5.23,4.01,0.031,0.016,0.887,Pathotroph,Animal Pathogen
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_saturninus,OTU_2337,Snowmelt,0 to 5 cm,0.00001,0,0.00003,0.00001,Hillslope,-9.75,11.55,-2.24,10.88,12.24,12.73,0.002,0.001,0.653,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_saturninus,OTU_2337,Snowmelt,15 cm +,0,0,0.00006,0.00001,Hillslope,-9.46,12.56,-12.56,10.6,13.22,13.22,0.002,0.001,0.001,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Mycena,s__Mycena_olida,OTU_1999,Snowmelt,15 cm +,0,0,0.00002,0,Hillslope,0,10.81,-10.81,Inf,12.01,12.01,1,0.001,0.001,Mixotrophic,Leaf Saprotroph-Plant Pathogen-Undefined Saprotroph-Wood Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Hirsutella,s__Hirsutella_vermicola,OTU_3499,Snowmelt,15 cm +,0,0,0.00001,0,Hillslope,0,10.22,-10.22,Inf,11.43,11.43,1,0.001,0.001,Pathotroph,Animal Pathogen
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Cistella,s__Cistella_sp,OTU_116,Snowmelt,5 to 15 cm,0.00011,0.00001,0.03402,0.00018,Hillslope,-3.9,11.49,-8.33,5.77,13.46,12.87,0.022,0.002,0.019,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Cistella,s__Cistella_sp,OTU_116,Snowmelt,15 cm +,0.00016,0,0.00736,0.00039,Hillslope,-15.24,19.49,-5.54,16.26,20.63,21.1,0.002,0.001,0.436,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,s__Archaeorhizomyces_sp,OTU_447,Snowmelt,15 cm +,0,0,0.00414,0.00008,Hillslope,-12.92,18.66,-18.66,14.06,19.86,19.86,0.002,0.001,0.001,Saprotroph,Soil Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariomycetes_ord_Incertae_sedis,f__Sordariomycetes_fam_Incertae_sedis,g__Atractospora,s__Atractospora_verruculosa,OTU_205,Snowmelt,0 to 5 cm,0,0,0.00011,0.00005,Hillslope,-12.23,13.41,-13.41,12.84,14.02,14.02,0.002,0.001,0.001,Saprotroph,Wood Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariomycetes_ord_Incertae_sedis,f__Sordariomycetes_fam_Incertae_sedis,g__Atractospora,s__Atractospora_verruculosa,OTU_205,Snowmelt,5 to 15 cm,0.00003,0,0.00988,0.00042,Hillslope,-15.36,19.91,-8.19,15.62,21.11,21.58,0.002,0.001,0.21,Saprotroph,Wood Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariomycetes_ord_Incertae_sedis,f__Sordariomycetes_fam_Incertae_sedis,g__Atractospora,s__Atractospora_verruculosa,OTU_205,Snowmelt,15 cm +,0,0,0.00003,0.00001,Hillslope,-9.8,11.37,-2.89,10.93,12.13,12.85,0.002,0.001,0.527,Saprotroph,Wood Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Tolypocladium,NA,OTU_2156,Snowmelt,0 to 5 cm,0.00001,0,0.00011,0.00001,Hillslope,-9.63,13.44,-3.96,10.77,14.65,15.11,0.002,0.001,0.437,Pathogen,Animal Pathogen-Clavicipitaceous Endophyte-Fungal Parasite
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Tolypocladium,NA,OTU_2156,Snowmelt,5 to 15 cm,0.00004,0,0.0001,0.00003,Hillslope,-11.72,13.3,-1.35,12.21,14,14.39,0.002,0.001,0.867,Pathogen,Animal Pathogen-Clavicipitaceous Endophyte-Fungal Parasite
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__Preussia_flanaganii,OTU_335,Snowmelt,15 cm +,0,0,0.00001,0,Hillslope,0,9.58,-9.58,Inf,10.79,10.79,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Ilyonectria,s__Ilyonectria_mors-panacis,OTU_372,Snowmelt,5 to 15 cm,0,0,0.0057,0.00001,Hillslope,-10.02,19.12,-19.12,11.15,20.32,20.32,0.002,0.001,0.001,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Caliciales,f__Physciaceae,g__Phaeophyscia,NA,OTU_2311,Snowmelt,15 cm +,0.00005,0,0.00005,0.00001,Hillslope,-9.5,12.41,-0.1,10.63,12.34,13.06,0.002,0.001,1,Lichen,Lichenized
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Sclerostagonospora,s__Sclerostagonospora_sp,OTU_896,Snowmelt,15 cm +,0.00004,0,0.00008,0.00006,Hillslope,-12.53,13.03,-1.24,13.67,14.23,14.5,0.002,0.001,0.886,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,NA,OTU_1398,Snowmelt,15 cm +,0.00001,0,0.0002,0.00009,Hillslope,-13.11,14.3,-3.81,14.25,15.5,15.82,0.002,0.001,0.488,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Coniochaeta,NA,OTU_2914,Snowmelt,5 to 15 cm,0.00001,0,0.00002,0,Hillslope,0,10.81,-1.07,Inf,12.01,12.48,1,0.001,0.885,Mixotrophic,Animal Pathogen-Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA,OTU_701,Snowmelt,5 to 15 cm,0.00014,0.00054,0.00274,0.00013,Hillslope,2.07,2.33,-4.26,3.8,4.09,4.01,0.078,0.041,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Pleurotheciales,f__Pleurotheciaceae,g__Pleurotheciella,s__Pleurotheciella_sp,OTU_1557,Snowmelt,15 cm +,0.00003,0,0.00005,0.00003,Hillslope,-11.49,12.15,-0.51,12.06,13.07,13.7,0.002,0.001,0.993,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Crocicreas,s__Crocicreas_sp,OTU_27,Snowmelt,5 to 15 cm,0.00003,0.00003,0.0005,0,Hillslope,11.67,3.95,-4.31,13.34,5.89,5.36,0.002,0.015,0.003,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Crocicreas,s__Crocicreas_sp,OTU_27,Snowmelt,15 cm +,0.00003,0,0.00003,0.00001,Hillslope,-10.53,11.51,-0.12,11.67,11.88,12.49,0.002,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA,OTU_502,Snowmelt,0 to 5 cm,0,0,0.00009,0,Hillslope,0,13.08,-13.08,Inf,14.28,14.28,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA,OTU_502,Snowmelt,5 to 15 cm,0,0,0.00007,0,Hillslope,0,12.81,-12.81,Inf,14.01,14.01,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA,OTU_502,Snowmelt,15 cm +,0.00056,0,0.00335,0.00001,Hillslope,-10.53,18.35,-2.57,11.67,19.56,20,0.002,0.001,0.777,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Alfaria,s__Alfaria_sp,OTU_908,Snowmelt,5 to 15 cm,0,0,0.00001,0,Hillslope,0,10.36,-1.78,Inf,10.98,11.78,1,0.001,0.721,Saprotroph,Soil Saprotroph-Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Alfaria,s__Alfaria_sp,OTU_908,Snowmelt,15 cm +,0.0001,0,0.00012,0,Hillslope,0,13.5,-0.15,Inf,14.15,14.91,1,0.001,1,Saprotroph,Soil Saprotroph-Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariales_fam_Incertae_sedis,g__Fusidium,s__Fusidium_griseum,OTU_703,Snowmelt,5 to 15 cm,0.00003,0,0.00006,0.00003,Hillslope,-11.7,12.55,-1.22,12.84,13.75,14.22,0.002,0.001,0.885,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Acremonium,s__Acremonium_dichromosporum,OTU_509,Snowmelt,5 to 15 cm,0.00012,0.00002,0.00045,0.00032,Hillslope,-3.67,4.18,-1.91,5.4,5.91,4.57,0.021,0.01,0.157,Pathogen,Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,s__Schizothecium_glutinans,OTU_1638,Snowmelt,15 cm +,0.00006,0,0.00005,0,Hillslope,0,12.35,0.16,Inf,13.56,13.8,1,0.001,1,Saprotroph,Dung Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp,OTU_336,Snowmelt,5 to 15 cm,0.0001,0,0.00169,0.00004,Hillslope,-11.97,17.37,-4.12,12.4,18.47,18.76,0.002,0.001,0.539,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,NA,OTU_355,Snowmelt,15 cm +,0.00054,0,0.0127,0,Hillslope,0,20.28,-4.55,Inf,21.32,21.68,1,0.001,0.564,Saprotroph,Dung Saprotroph
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Capronia,s__Capronia_pulcherrima,OTU_3050,Snowmelt,5 to 15 cm,0,0,0.00003,0,Hillslope,-8.46,11.55,-11.55,9.59,12.75,12.75,0.002,0.001,0.001,Endophyte,Endophyte
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Crocicreas,s__Crocicreas_sp,OTU_477,Snowmelt,0 to 5 cm,0.00002,0.00004,0.00047,0.00016,Hillslope,-2.22,3.74,-4.95,4.06,5.66,5.12,0.076,0.017,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Crocicreas,s__Crocicreas_sp,OTU_477,Snowmelt,15 cm +,0.00002,0,0.00012,0.00001,Hillslope,-9.8,13.58,-3.01,10.93,14.48,15.12,0.002,0.001,0.592,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Crocicreas,s__Crocicreas_epicalamia,OTU_327,Snowmelt,5 to 15 cm,0,0,0.00007,0,Hillslope,0,12.75,-12.75,Inf,13.44,13.44,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Crocicreas,s__Crocicreas_epicalamia,OTU_327,Snowmelt,15 cm +,0.00003,0,0.00022,0,Hillslope,0,14.43,-2.8,Inf,15.52,16.05,1,0.001,0.657,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Pterulaceae,g__Pterula,s__Pterula_sp,OTU_1,Snowmelt,0 to 5 cm,0.00007,0,0.02414,0.00018,Hillslope,-14.16,21.2,-8.42,14.88,22.41,22.71,0.002,0.001,0.223,Saprotroph,Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Pterulaceae,g__Pterula,s__Pterula_sp,OTU_1,Snowmelt,5 to 15 cm,0.00011,0.00008,0.15325,0.00048,Hillslope,-2.53,10.86,-10.47,4.46,12.68,12.05,0.064,0.002,0.001,Saprotroph,Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Pterulaceae,g__Pterula,s__Pterula_sp,OTU_1,Snowmelt,15 cm +,0.00019,0,0.04115,0.00001,Hillslope,-10.31,21.97,-7.78,11.02,22.94,23.24,0.002,0.001,0.284,Saprotroph,Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,NA,OTU_473,Snowmelt,15 cm +,0.00007,0,0.00044,0,Hillslope,-8.5,15.43,-2.58,9.63,16.63,17.11,0.002,0.001,0.722,Saprotroph,Dung Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Halosphaeriaceae,g__Clavatospora,s__Clavatospora_longibrachiata,OTU_1482,Snowmelt,15 cm +,0,0,0.0001,0,Hillslope,0,13.27,-13.27,Inf,13.88,13.88,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Chalastospora,s__Chalastospora_gossypii,OTU_930,Snowmelt,0 to 5 cm,0.00003,0,0.00036,0.00001,Hillslope,-10.52,15.16,-3.8,11.66,16.36,16.63,0.002,0.001,0.518,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,NA,OTU_3188,Snowmelt,15 cm +,0,0,0,0,Hillslope,0,8.09,-8.09,Inf,9.29,9.29,1,0.001,0.001,Saprotroph,Dung Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_beljakovae,OTU_2061,Snowmelt,15 cm +,0.00001,0,0.00001,0,Hillslope,0,9.58,-0.11,Inf,10.79,11.26,1,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Cistella,s__Cistella_sp,OTU_915,Snowmelt,15 cm +,0,0,0.00001,0,Hillslope,0,9.57,-9.57,Inf,10.77,10.77,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Ophiosphaerella,s__Ophiosphaerella_sp,OTU_243,Snowmelt,0 to 5 cm,0.00056,0,0.00382,0.00079,Hillslope,-16.27,18.54,-2.78,16.98,19.03,19.64,0.002,0.001,0.746,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Ophiosphaerella,s__Ophiosphaerella_sp,OTU_243,Snowmelt,5 to 15 cm,0.00013,0,0.00158,0.00058,Hillslope,-15.82,17.27,-3.64,16.69,18.06,18.36,0.002,0.001,0.594,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Ophiosphaerella,s__Ophiosphaerella_sp,OTU_243,Snowmelt,15 cm +,0.00003,0,0.00071,0.00001,Hillslope,-9.46,16.12,-4.38,10.6,17.09,17.29,0.002,0.001,0.458,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Myrothecium,s__Myrothecium_gramineum,OTU_742,Snowmelt,0 to 5 cm,0.00003,0,0.00222,0.00031,Hillslope,-14.94,17.76,-6.28,16.04,18.97,19.22,0.002,0.001,0.3,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Oculimacula,s__Oculimacula_yallundae,OTU_459,Snowmelt,15 cm +,0.00084,0,0.00098,0,Hillslope,0,16.58,-0.22,Inf,17.07,17.8,1,0.001,1,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Lecanicillium,s__Lecanicillium_lecanii,OTU_765,Snowmelt,0 to 5 cm,0,0,0.00019,0.00006,Hillslope,-12.58,14.18,-5.67,12.41,14.89,15.63,0.002,0.001,0.236,Pathotroph,Animal Pathogen
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Lecanicillium,s__Lecanicillium_lecanii,OTU_765,Snowmelt,5 to 15 cm,0.00001,0,0.00033,0.00013,Hillslope,-13.62,15,-4.54,13.83,15.88,16.24,0.002,0.001,0.397,Pathotroph,Animal Pathogen
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Lecanicillium,s__Lecanicillium_lecanii,OTU_765,Snowmelt,15 cm +,0.0001,0,0.00024,0.00004,Hillslope,-12.04,14.57,-1.3,11.83,14.77,15.53,0.002,0.001,0.889,Pathotroph,Animal Pathogen
k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Phaeococcomyces,s__Phaeococcomyces_sp,OTU_2782,Snowmelt,5 to 15 cm,0,0,0,0,Hillslope,0,8.23,-8.23,Inf,9.43,9.43,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Phaeococcomyces,s__Phaeococcomyces_sp,OTU_2782,Snowmelt,15 cm +,0,0,0.00005,0,Hillslope,0,12.35,-12.35,Inf,13.56,13.56,1,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Halosphaeriaceae,g__Clavatospora,s__Clavatospora_longibrachiata,OTU_1593,Snowmelt,15 cm +,0.00001,0,0.00002,0,Hillslope,0,10.77,-0.29,Inf,11.4,12.21,1,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Dothioraceae,g__Dothiora,s__Dothiora_europaea,OTU_1373,Snowmelt,15 cm +,0.00001,0,0.00004,0,Hillslope,0,11.9,-2.27,Inf,12.54,13.34,1,0.001,0.668,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Lycoperdon,NA,OTU_1487,Snowmelt,5 to 15 cm,0.00001,0,0.00007,0,Hillslope,0,12.86,-2.84,Inf,13.09,13.82,1,0.001,0.575,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Lycoperdon,NA,OTU_1487,Snowmelt,15 cm +,0,0.00002,0.0002,0,Hillslope,10.72,3.58,-14.3,12.39,5.4,4.18,0.002,0.016,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Coniochaeta,s__Coniochaeta_luteorubra,OTU_3749,Snowmelt,15 cm +,0,0,0.00001,0,Hillslope,0,9.57,-9.57,Inf,10.77,10.77,1,0.001,0.001,Mixotrophic,Animal Pathogen-Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariomycetes_ord_Incertae_sedis,f__Sordariomycetes_fam_Incertae_sedis,g__Canalisporium,NA,OTU_1826,Snowmelt,15 cm +,0,0,0.00004,0.00001,Hillslope,-10.07,11.9,-11.9,11.21,13.11,13.11,0.002,0.001,0.001,Saprotroph,Wood Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Megacapitula,s__Megacapitula_villosa,OTU_2172,Snowmelt,0 to 5 cm,0.00001,0,0.00013,0.00001,Hillslope,-10.04,13.62,-4.56,11.18,14.04,14.72,0.002,0.001,0.333,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Neofabraea,s__Neofabraea_malicorticis,OTU_1908,Snowmelt,5 to 15 cm,0.00001,0,0.00004,0.00001,Hillslope,-10.1,11.98,-1.65,11.24,12.9,13.25,0.002,0.001,0.787,Pathotroph,Plant Pathogen
